Participant,Item,List,Trial,Prime,Response
51,7,11,31,other,1
52,7,7,106,slang,1
53,7,8,106,standard,1
55,7,10,46,slang,1
56,7,6,73,standard,0
56,7,6,31,other,0
57,7,12,106,slang,0
57,7,12,31,other,0
58,7,13,106,standard,0
60,7,15,46,slang,1
61,7,1,73,standard,0
61,7,1,31,other,1
62,7,2,106,slang,1
64,7,4,81,other,0
65,7,5,46,slang,1
66,7,6,73,standard,0
66,7,6,31,other,0
67,7,7,106,slang,0
68,7,8,106,standard,1
69,7,9,81,other,1
70,7,10,46,slang,1
71,7,11,73,standard,1
71,7,11,31,other,0
72,7,12,106,slang,1
72,7,12,31,other,0
73,7,13,106,standard,0
74,7,14,81,other,1
75,7,15,46,slang,0
76,7,1,73,standard,0
76,7,1,31,other,0
77,7,2,106,slang,0
78,7,3,106,standard,1
79,7,4,81,other,0
80,7,5,46,slang,1
81,7,6,73,standard,0
81,7,6,31,other,0
82,7,7,106,slang,1
83,7,8,106,standard,0
84,7,9,81,other,0
85,7,10,46,slang,0
86,7,11,73,standard,0
86,7,11,31,other,1
87,7,12,106,slang,1
87,7,12,31,other,1
88,7,13,106,standard,0
89,7,14,81,other,0
90,7,15,46,slang,1
91,7,1,73,standard,0
91,7,1,31,other,1
92,7,2,106,slang,1
93,7,3,106,standard,1
94,7,4,81,other,1
95,7,5,46,slang,1
96,7,6,73,standard,1
96,7,6,31,other,0
97,7,7,106,slang,1
98,7,8,106,standard,0
99,7,9,81,other,1
100,7,10,46,slang,1
102,7,12,106,slang,0
102,7,12,31,other,0
103,7,11,73,standard,1
104,7,14,81,other,1
105,7,15,46,slang,1
106,7,1,73,standard,0
106,7,1,31,other,0
107,7,2,106,slang,1
108,7,3,106,standard,0
109,7,4,81,other,1
110,7,5,46,slang,1
111,7,6,73,standard,1
111,7,6,31,other,1
112,7,6,73,standard,0
112,7,6,31,other,1
113,7,7,106,slang,1
114,7,8,106,standard,0
115,7,9,81,other,0
116,7,10,46,slang,0
117,7,11,73,standard,0
118,7,12,106,slang,1
118,7,12,31,other,1
120,7,14,81,other,0
121,7,15,46,slang,0
122,7,1,73,standard,0
122,7,1,31,other,1
123,7,2,106,slang,1
124,7,3,106,standard,0
125,7,4,81,other,1
126,7,5,46,slang,1
127,7,6,73,standard,0
127,7,6,31,other,0
128,7,7,106,slang,1
129,7,8,106,standard,0
130,7,9,81,other,0
131,7,10,46,slang,0
132,7,11,73,standard,0
132,7,11,31,other,1
133,7,12,106,slang,1
133,7,12,31,other,1
135,7,14,81,other,1
136,7,15,46,slang,1
137,7,1,73,standard,0
137,7,1,31,other,0
138,7,2,106,slang,1
139,7,3,106,standard,0
140,7,4,81,other,1
141,7,5,46,slang,1
142,7,6,73,standard,1
142,7,6,31,other,1
143,7,7,106,slang,1
145,7,9,81,other,0
147,7,11,73,standard,1
147,7,11,31,other,0
148,7,6,73,standard,0
148,7,6,31,other,0
149,7,13,106,standard,0
150,7,13,106,standard,0
151,7,14,81,other,0
152,7,15,46,slang,1
153,7,1,73,standard,0
154,7,2,106,slang,1
155,7,3,106,standard,0
156,7,5,46,slang,1
157,7,5,46,slang,0
158,7,6,73,standard,1
158,7,6,31,other,0
159,7,7,106,slang,1
160,7,8,106,standard,0
161,7,9,81,other,0
162,7,10,46,slang,0
163,7,11,73,standard,0
163,7,11,31,other,0
164,7,12,106,slang,0
164,7,12,31,other,0
165,7,13,106,standard,1
166,7,14,81,other,0
NA,7,9,81,other,NA
1,8,1,22,slang,0
3,8,1,22,slang,1
4,8,4,49,slang,0
5,8,5,59,standard,0
5,8,5,31,other,0
6,8,6,22,slang,1
8,8,8,18,other,0
10,8,10,59,standard,0
10,8,10,31,other,0
11,8,11,22,slang,0
12,8,12,1,standard,0
13,8,13,18,other,1
14,8,14,49,slang,0
15,8,15,59,standard,0
15,8,15,31,other,0
16,8,3,18,other,1
18,8,1,22,slang,1
19,8,4,49,slang,1
20,8,5,59,standard,1
20,8,5,31,other,0
21,8,6,22,slang,1
22,8,7,1,standard,0
23,8,8,18,other,0
24,8,9,49,slang,1
25,8,10,59,standard,0
25,8,10,31,other,1
26,8,11,22,slang,1
27,8,12,1,standard,0
28,8,13,18,other,1
29,8,14,49,slang,1
30,8,15,59,standard,0
30,8,15,31,other,0
31,8,1,22,slang,1
32,8,2,1,standard,0
33,8,3,18,other,1
34,8,4,49,slang,0
35,8,5,59,standard,0
35,8,5,31,other,1
36,8,6,22,slang,1
37,8,7,1,standard,1
37,8,7,11,other,0
38,8,8,18,other,0
39,8,9,49,slang,1
40,8,10,59,standard,1
40,8,10,31,other,1
41,8,11,22,slang,1
43,8,13,18,other,0
44,8,14,49,slang,1
45,8,15,59,standard,0
45,8,15,31,other,1
46,8,1,22,slang,0
47,8,2,1,standard,1
47,8,2,11,other,1
48,8,3,18,other,0
49,8,4,49,slang,1
50,8,5,59,standard,0
50,8,5,31,other,1
51,8,11,22,slang,0
53,8,8,18,other,1
55,8,10,59,standard,1
55,8,10,31,other,1
56,8,6,22,slang,0
57,8,12,1,standard,0
58,8,13,18,other,0
59,8,14,49,slang,1
60,8,15,59,standard,0
60,8,15,31,other,1
61,8,1,22,slang,1
62,8,2,1,standard,0
62,8,2,11,other,1
63,8,3,18,other,0
64,8,4,49,slang,0
65,8,5,59,standard,1
65,8,5,31,other,1
66,8,6,22,slang,0
67,8,7,1,standard,0
68,8,8,18,other,1
69,8,9,49,slang,1
70,8,10,59,standard,0
70,8,10,31,other,1
71,8,11,22,slang,1
72,8,12,1,standard,0
73,8,13,18,other,1
74,8,14,49,slang,1
75,8,15,59,standard,0
75,8,15,31,other,0
76,8,1,22,slang,0
77,8,2,1,standard,0
77,8,2,11,other,0
78,8,3,18,other,1
79,8,4,49,slang,0
80,8,5,59,standard,0
80,8,5,31,other,1
81,8,6,22,slang,1
82,8,7,1,standard,0
83,8,8,18,other,0
84,8,9,49,slang,0
85,8,10,59,standard,0
85,8,10,31,other,0
86,8,11,22,slang,1
87,8,12,1,standard,1
88,8,13,18,other,0
89,8,14,49,slang,0
90,8,15,59,standard,0
90,8,15,31,other,0
91,8,1,22,slang,1
92,8,2,1,standard,1
93,8,3,18,other,1
94,8,4,49,slang,1
95,8,5,59,standard,0
95,8,5,31,other,1
96,8,6,22,slang,0
97,8,7,1,standard,0
97,8,7,11,other,0
98,8,8,18,other,0
99,8,9,49,slang,1
100,8,10,59,standard,0
100,8,10,31,other,0
102,8,12,1,standard,0
103,8,11,22,slang,1
104,8,14,49,slang,1
105,8,15,59,standard,0
105,8,15,31,other,0
106,8,1,22,slang,0
108,8,3,18,other,0
109,8,4,49,slang,1
110,8,5,59,standard,0
110,8,5,31,other,1
111,8,6,22,slang,1
112,8,6,22,slang,0
113,8,7,1,standard,1
114,8,8,18,other,0
115,8,9,49,slang,0
116,8,10,59,standard,0
116,8,10,31,other,0
118,8,12,1,standard,1
120,8,14,49,slang,1
121,8,15,59,standard,0
122,8,1,22,slang,0
123,8,2,1,standard,0
125,8,4,49,slang,1
126,8,5,59,standard,0
127,8,6,22,slang,0
128,8,7,1,standard,0
128,8,7,11,other,0
129,8,8,18,other,0
130,8,9,49,slang,1
131,8,10,59,standard,1
131,8,10,31,other,0
132,8,11,22,slang,1
133,8,12,1,standard,0
135,8,14,49,slang,1
137,8,1,22,slang,0
138,8,2,1,standard,1
139,8,3,18,other,0
140,8,4,49,slang,0
141,8,5,59,standard,0
141,8,5,31,other,1
142,8,6,22,slang,1
145,8,9,49,slang,1
146,8,10,31,other,1
147,8,11,22,slang,0
148,8,6,22,slang,1
149,8,13,18,other,0
150,8,13,18,other,1
151,8,14,49,slang,0
152,8,15,59,standard,0
152,8,15,31,other,0
153,8,1,22,slang,1
154,8,2,1,standard,0
155,8,3,18,other,0
156,8,5,59,standard,0
156,8,5,31,other,1
157,8,5,59,standard,0
157,8,5,31,other,0
159,8,7,1,standard,0
160,8,8,18,other,0
161,8,9,49,slang,1
162,8,10,59,standard,1
162,8,10,31,other,0
163,8,11,22,slang,0
164,8,12,1,standard,0
165,8,13,18,other,1
166,8,14,49,slang,0
NA,8,9,49,slang,NA
1,9,1,99,standard,0
3,9,1,99,standard,0
4,9,4,95,standard,0
5,9,5,5,slang,0
6,9,6,99,standard,0
8,9,8,112,slang,0
10,9,10,5,slang,0
11,9,11,99,standard,0
12,9,12,73,other,0
13,9,13,112,slang,1
14,9,14,95,standard,0
15,9,15,5,slang,0
16,9,3,112,slang,0
17,9,2,73,other,0
18,9,1,99,standard,0
19,9,4,95,standard,0
20,9,5,5,slang,1
21,9,6,99,standard,1
22,9,7,73,other,0
23,9,8,112,slang,0
24,9,9,95,standard,0
25,9,10,5,slang,1
26,9,11,99,standard,1
27,9,12,73,other,1
28,9,13,112,slang,1
29,9,14,95,standard,1
30,9,15,5,slang,0
31,9,1,99,standard,0
32,9,2,73,other,0
33,9,3,112,slang,1
34,9,4,95,standard,0
36,9,6,99,standard,0
37,9,7,73,other,1
38,9,8,112,slang,1
39,9,9,95,standard,0
40,9,10,5,slang,0
41,9,11,99,standard,0
42,9,12,73,other,0
43,9,13,112,slang,0
44,9,14,95,standard,1
45,9,15,5,slang,1
46,9,1,99,standard,0
47,9,2,73,other,1
48,9,3,112,slang,1
49,9,4,95,standard,0
50,9,5,5,slang,0
51,9,11,99,standard,1
52,9,7,73,other,0
53,9,8,112,slang,1
55,9,10,5,slang,1
56,9,6,99,standard,0
57,9,12,73,other,0
58,9,13,112,slang,0
59,9,14,95,standard,1
60,9,15,5,slang,0
61,9,1,99,standard,0
62,9,2,73,other,1
63,9,3,112,slang,1
64,9,4,95,standard,0
65,9,5,5,slang,0
66,9,6,99,standard,0
67,9,7,73,other,0
68,9,8,112,slang,1
69,9,9,95,standard,0
70,9,10,5,slang,0
71,9,11,99,standard,0
72,9,12,73,other,0
73,9,13,112,slang,1
74,9,14,95,standard,0
75,9,15,5,slang,0
76,9,1,99,standard,0
77,9,2,73,other,0
78,9,3,112,slang,1
79,9,4,95,standard,0
80,9,5,5,slang,1
81,9,6,99,standard,0
82,9,7,73,other,0
83,9,8,112,slang,0
84,9,9,95,standard,0
85,9,10,5,slang,1
86,9,11,99,standard,0
87,9,12,73,other,1
88,9,13,112,slang,0
89,9,14,95,standard,0
90,9,15,5,slang,0
91,9,1,99,standard,0
92,9,2,73,other,0
93,9,3,112,slang,1
94,9,4,95,standard,0
95,9,5,5,slang,0
96,9,6,99,standard,0
97,9,7,73,other,0
98,9,8,112,slang,0
99,9,9,95,standard,1
100,9,10,5,slang,0
102,9,12,73,other,1
103,9,11,99,standard,0
104,9,14,95,standard,0
105,9,15,5,slang,0
106,9,1,99,standard,1
107,9,2,73,other,0
108,9,3,112,slang,1
109,9,4,95,standard,1
110,9,5,5,slang,0
111,9,6,99,standard,1
112,9,6,99,standard,0
113,9,7,73,other,1
114,9,8,112,slang,0
115,9,9,95,standard,0
116,9,10,5,slang,1
117,9,11,99,standard,0
118,9,12,73,other,1
119,9,13,112,slang,1
120,9,14,95,standard,1
122,9,1,99,standard,1
123,9,2,73,other,1
124,9,3,112,slang,1
125,9,4,95,standard,0
127,9,6,99,standard,0
128,9,7,73,other,0
129,9,8,112,slang,0
130,9,9,95,standard,0
131,9,10,5,slang,1
132,9,11,99,standard,0
135,9,14,95,standard,0
137,9,1,99,standard,0
138,9,2,73,other,0
139,9,3,112,slang,1
140,9,4,95,standard,0
141,9,5,5,slang,0
142,9,6,99,standard,0
143,9,7,73,other,0
146,9,10,5,slang,1
147,9,11,99,standard,0
148,9,6,99,standard,0
149,9,13,112,slang,1
150,9,13,112,slang,1
151,9,14,95,standard,0
152,9,15,5,slang,1
154,9,2,73,other,1
155,9,3,112,slang,1
156,9,5,5,slang,1
157,9,5,5,slang,0
158,9,6,99,standard,0
159,9,7,73,other,0
160,9,8,112,slang,1
161,9,9,95,standard,0
162,9,10,5,slang,1
163,9,11,99,standard,0
164,9,12,73,other,1
165,9,13,112,slang,1
166,9,14,95,standard,0
NA,9,9,95,standard,NA
1,10,1,123,other,0
4,10,4,18,slang,0
5,10,5,78,standard,0
6,10,6,123,other,0
8,10,8,22,standard,0
8,10,8,84,other,0
10,10,10,78,standard,0
11,10,11,123,other,1
12,10,12,42,slang,1
13,10,13,22,standard,0
13,10,13,84,other,1
14,10,14,18,slang,1
15,10,15,78,standard,0
16,10,3,22,standard,1
16,10,3,84,other,1
17,10,2,42,slang,1
18,10,1,123,other,1
19,10,4,18,slang,0
20,10,5,78,standard,0
21,10,6,123,other,1
22,10,7,42,slang,1
23,10,8,22,standard,0
23,10,8,84,other,1
24,10,9,18,slang,1
25,10,10,78,standard,0
26,10,11,123,other,1
27,10,12,42,slang,1
28,10,13,22,standard,1
28,10,13,84,other,1
29,10,14,18,slang,1
30,10,15,78,standard,0
31,10,1,123,other,1
32,10,2,42,slang,0
33,10,3,22,standard,0
33,10,3,84,other,0
34,10,4,18,slang,1
35,10,5,78,standard,0
36,10,6,123,other,0
37,10,7,42,slang,0
38,10,8,22,standard,1
38,10,8,84,other,1
39,10,9,18,slang,1
40,10,10,78,standard,1
41,10,11,123,other,1
42,10,12,42,slang,1
43,10,13,22,standard,0
43,10,13,84,other,1
44,10,14,18,slang,1
45,10,15,78,standard,1
46,10,1,123,other,1
47,10,2,42,slang,1
48,10,3,22,standard,0
48,10,3,84,other,0
49,10,4,18,slang,0
50,10,5,78,standard,0
51,10,11,123,other,0
52,10,7,42,slang,0
53,10,8,22,standard,1
53,10,8,84,other,0
55,10,10,78,standard,0
56,10,6,123,other,0
57,10,12,42,slang,0
58,10,13,22,standard,0
58,10,13,84,other,0
59,10,14,18,slang,1
60,10,15,78,standard,0
61,10,1,123,other,1
62,10,2,42,slang,1
63,10,3,22,standard,0
63,10,3,84,other,1
64,10,4,18,slang,1
65,10,5,78,standard,0
66,10,6,123,other,0
67,10,7,42,slang,0
68,10,8,22,standard,0
68,10,8,84,other,1
69,10,9,18,slang,1
70,10,10,78,standard,1
71,10,11,123,other,1
72,10,12,42,slang,1
73,10,13,22,standard,1
73,10,13,84,other,0
74,10,14,18,slang,1
75,10,15,78,standard,0
76,10,1,123,other,0
77,10,2,42,slang,1
78,10,3,22,standard,1
78,10,3,84,other,1
79,10,4,18,slang,1
80,10,5,78,standard,0
81,10,6,123,other,0
82,10,7,42,slang,1
83,10,8,22,standard,0
83,10,8,84,other,0
84,10,9,18,slang,0
85,10,10,78,standard,0
86,10,11,123,other,0
87,10,12,42,slang,1
88,10,13,22,standard,0
88,10,13,84,other,0
89,10,14,18,slang,0
90,10,15,78,standard,1
91,10,1,123,other,0
92,10,2,42,slang,NA
93,10,3,22,standard,1
94,10,4,18,slang,1
95,10,5,78,standard,0
96,10,6,123,other,0
97,10,7,42,slang,1
98,10,8,22,standard,0
98,10,8,84,other,0
99,10,9,18,slang,1
100,10,10,78,standard,0
